Assfuckers,4,4,3,3
Assgoblin,1,2,2,1
Assgoblins,1,2,2,1
Asshat,1,1,2,1
Asshats,1,1,2,1
Asshead,3,3,2,1
Asshole,3,3,2,1
Assholes,3,3,2,1
Asshopper,2,2,2,2
Asshoppers,2,2,2,2
Assjacker,3,2,3,2
Assjackers,3,2,3,2
Asslick,3,4,4,3
Asslicker,3,4,4,3
Asslickers,3,4,4,3
Assmonkey,3,2,2,1
Assmonkeys,3,2,2,1
assmucus,3,3,3,3
Assmunch,3,3,3,2
Assmuncher,3,3,3,2
Assmunchers,3,3,3,2
Assnigger,4,4,3,3
Assniggers,4,4,3,3
Asspirate,3,3,3,3
Asspirates,3,3,3,3
Asssucker,3,3,3,2
Asssuckers,3,3,3,2
Asswad,3,3,2,2
Asswipe,3,3,2,2
Asswipes,3,3,2,2
ASTRO TURF,3,3,3,3
Attack,3,3,3,3
Attacker,4,3,3,3
Attackers,4,3,3,3
Attacking,4,3,3,3
Attacks,3,3,3,3
Axwound,2,2,2,1
Balls,2,2,2,1
Bang,3,3,2,2
banger,3,3,3,3
Bastard,3,3,2,2
Bastards,3,3,2,2
Beaner,3,4,4,4
Beaners,3,4,4,4
beat off,3,3,2,1
beat-off,3,3,2,1
Beeatch,4,3,2,1
beef curtain,3,3,3,3
Beer,4,4,3,3
Beers,4,4,3,3
Bender,1,1,3,3
Benders,1,1,3,3
Biatch,4,3,2,2
Biotch,4,3,2,1
Bitch,4,3,2,2
Bitch's,4,3,2,2
Bitchass,4,3,2,2
bitchassmotherfucker,4,3,3,2
bitchassmotherfuckers,4,3,3,2
Bitches,4,3,2,2
Bitchs,4,3,2,2
Bitchs',4,3,2,2
Bitchtits,4,3,2,1
Bitchy,4,3,2,0
bj,3,3,3,3
bjs,3,3,3,3
blood,3,3,3,3
blow,2,2,3,3
Blowjob,4,4,3,3
Blowjobs,4,4,3,3
blumpkin,3,3,3,3
Blunt,3,3,4,4
Blunter,2,2,2,2
Blunts,3,3,4,4
Bollocks,1,1,1,2
Bollox,1,1,1,2
Boner,2,2,2,1
Boobies,0,1,0,0
Boobs,0,2,1,0
Brother-fucker,4,3,3,2
Brother-fuckers,4,3,3,2
Brotherfucker,4,3,3,2
Brotherfuckers,4,3,3,2
Bulimia,3,3,3,3
Bulimic,3,3,3,3
Bullshit,3,2,1,0
Bullshits,2,1,1,0
Bum,1,1,1,0
Bumblefuck,4,4,2,1
Bumblefucker,4,4,2,1
Bumblefuckers,4,4,2,1
burner,2,2,2,2
burnner,2,2,2,2
bust a load,4,4,3,3
Butt,1,1,1,1
Butt fucker,4,4,3,3
Butt fuckers,4,4,3,3
Butt pirate,2,2,2,2
Butt pirates,2,2,2,2
Butt plug,3,3,3,3
Butt plugs,3,3,3,3
Butterface,1,2,3,3
Butterfaced,1,2,3,3
Butterfaces,0,2,3,3
Buttfucka,4,4,3,3
Buttfucker,4,4,3,3
Buttfuckers,4,4,3,3
Buttpirate,2,2,2,2
Buttpirates,2,2,2,2
Butts plug,3,3,3,3
Butts plugs,3,3,3,3
Cameltoe,1,2,2,2
Cameltoes,1,2,2,2
Carpet muncher,3,3,3,3
Carpet munchers,3,3,3,3
Carpetmuncher,3,3,3,3
Carpetmunchers,3,3,3,3
Chesticle,2,2,2,1
Chesticles,2,2,2,1
Chinc,3,3,3,3
Chincer,3,3,3,3
Chincers,3,3,3,3
Chincs,3,3,3,3
Chink,3,3,3,3
Chink's,3,3,3,3
Chinker,3,3,3,3
Chinks,3,3,3,3
Chinks',3,3,3,3
Choad,2,2,2,2
Chode,2,2,2,2
Choder,2,2,2,2
Choders,2,2,2,2
Choked,2,2,2,2
Choking,2,2,2,2
chota bags,4,3,3,3
Cigarette,3,3,3,3
Cigarettes,3,3,3,3
Clit,4,3,3,3
clit licker,4,3,3,3
Clitface,4,3,3,3
Clitfaces,4,3,3,3
Clitfuck,4,4,3,3
Clitfucker,4,4,3,3
Clitfuckers,4,4,3,3
Clitfucks,4,4,3,3
clitty litter,4,3,3,3
Clusterfuck,4,4,3,3
Clusterfucker,4,4,3,3
Clusterfuckers,4,4,3,3
Clusterfucks,4,4,3,3
Cocaine,4,4,4,4
Cock,4,4,4,4
cock-juggling thunder cunt,3,3,3,3
Cockass,4,4,3,3
Cockbite,4,4,3,3
Cockburger,4,4,3,3
Cockburgers,4,4,4,3
Cockface,4,4,4,3
Cockfaces,4,4,4,3
Cockfucker,4,4,4,3
Cockfuckers,4,4,4,3
Cockhead,4,4,4,3
Cockheads,4,4,4,3
Cockjockey,4,4,4,3
Cockjockeys,4,4,4,3
Cockknoker,4,4,4,3
Cockknokers,4,4,4,3
cockmaster,4,4,4,3
cockmasters,4,4,4,3
Cockmongler,4,4,4,3
Cockmongruel,4,4,4,3
Cockmonkey,4,4,3,3
Cockmuncher,4,4,4,3
Cockmunchers,4,4,4,3
Cocknose,4,4,3,3
Cocknugget,4,4,3,3
Cocknuggets,4,4,3,3
Cocks,4,4,4,4
Cockshit,4,4,3,3
Cockshits,4,4,3,3
Cocksmith,4,4,3,3
Cocksmoke,4,4,3,3
Cocksmoker,4,4,3,3
Cocksmokers,4,4,3,3
Cocksniffer,4,4,3,3
Cocksniffers,4,4,3,3
Cocksuckers,4,4,3,3
Cockwaffle,4,4,3,3
Cooch,3,3,2,2
Coochie,3,3,2,2
Coochy,3,3,2,2
Coon,4,4,4,4
Cooter,3,3,3,3
Cow,1,1,2,2
Coward,3,3,3,2
Cowards,3,3,3,2
Crack,4,4,4,4
Cracker,4,4,4,4
cracker,3,3,3,3
Crackers,3,3,3,3
Cracks,2,2,3,3
Crap,2,2,2,2
Crappy,2,2,2,2
Cum,2,3,3,3
Cumbubble,3,3,3,3
Cumdumpster,4,4,4,4
Cumguzzler,4,4,4,4
Cumjockey,4,4,4,4
Cumslut,4,4,4,4
Cumtart,3,3,3,3
Cunnie,3,3,3,3
Cunnilingus,3,3,3,3
Cunt,4,4,4,4
Cuntass,4,4,4,4
Cuntface,4,4,4,4
Cunthole,4,4,4,4
Cuntlicker,4,4,4,4
Cuntlickers,4,4,4,4
Cuntrag,4,4,4,4
Cunts,4,4,4,4
Cuntslut,4,4,4,4
Daft,1,1,2,2
Dago,3,3,3,3
Damn,2,2,2,2
Damnmit,2,2,2,2
Dank,2,3,3,3
Deggo,3,3,3,3
Depressed,2,2,2,2
Dick,2,2,2,2
Dickbag,3,3,2,2
Dickface,3,3,2,2
Dickfaces,3,3,2,2
Dickfuck,4,3,2,2
Dickfucker,4,3,2,2
Dickfuckers,4,3,2,2
Dickfucks,4,3,2,2
Dickhead,4,3,2,2
Dickheaded,4,3,2,2
Dickhole,4,3,2,2
Dickholes,3,3,2,2
Dickjuice,3,3,2,2
Dickjuices,3,3,2,2
Dickmilk,3,3,2,2
Dickmonger,3,3,3,2
Dicks,4,3,3,2
Dickslap,4,3,3,3
Dicksneeze,3,3,2,2
Dicksucker,4,4,4,3
Dicksuckers,4,4,4,3
Dicksucking,4,4,4,3
Dicktickler,4,3,3,2
Dickwad,4,3,3,3
Dickweasel,4,3,3,2
Dickweed,4,3,3,3
Dickwod,3,3,2,2
Dike,4,4,4,4
Dildo,4,3,3,3
Dink,1,1,1,0
Dipshit,1,1,1,0
Dipstick,0,0,0,0
Dirtbag,0,0,0,0
Dirtbags,0,0,0,0
Dis,0,0,0,0
Dong,1,0,0,0
Doochbag,1,1,1,1
Doody,0,0,0,0
Dork,1,1,1,0
Douche,1,1,1,1
Douchebag,1,1,1,1
Douchewaffle,1,1,1,1
Drugged,4,4,4,4
Drugs,3,3,3,3
Dumass,3,2,1,1
Dumb,2,2,1,1
Dumbass,3,2,1,1
Dumbfuck,3,3,3,2
Dumbshit,3,3,2,2
Dummy,2,2,2,2
Dumshit,3,2,2,1
Dweeb,2,2,1,1
Dyke,4,4,3,3
eat fur pie,3,3,3,3
eat hair pie,4,3,3,3
ecstasy,4,4,3,3
Erection,4,3,2,2
erotic,4,4,3,3
Fag,4,4,3,3
Fagbag,4,4,3,3
Fagfucker,4,4,4,3
Fagfuckers,4,4,4,3
Faggit,4,4,4,3
Faggits,4,4,4,3
Faggot,4,4,4,3
Faggotcock,4,4,4,3
Faggots,4,4,4,3
Fags,4,4,3,3
Fagtard,4,4,4,3
Fairy,4,4,4,3
Fanny,3,3,2,2
Fat,3,3,3,3
Fatass,3,3,3,3
Fellatio,3,3,3,3
Feltch,3,3,3,3
field nigger,4,4,4,4
fieldnigger,4,4,4,4
Finger Blasting,4,4,3,3
Fingered,4,4,3,3
Fingering,4,4,3,3
Flamer,3,3,3,3
Fuck,3,2,2,2
Fuckass,3,2,2,2
Fuckbag,3,3,3,2
Fuckboi,4,4,3,3
Fuckbois,4,4,3,3
Fuckboy,4,4,3,3
Fuckboys,4,4,3,3
Fuckbrain,4,4,3,3
Fuckbutt,4,4,4,3
Fuckbutter,4,4,3,3
Fucked,4,4,4,4
Fucked up,4,4,4,3
Fucker,4,4,4,3
fuckers,4,4,4,3
Fuckersucker,4,4,4,3
Fuckface,4,4,4,3
Fuckhead,4,4,4,3
Fuckhole,4,4,4,3
Fuckin,4,4,4,3
Fuckin',4,4,4,3
Fucking,4,4,4,4
Fucknut,4,4,4,3
Fucknutt,4,4,4,3
Fuckoff,4,4,4,3
Fucks,4,4,4,3
Fuckstick,4,4,4,3
Fucktard,4,4,4,3
Fucktart,4,4,4,3
fucktoy,3,3,3,3
Fuckup,4,4,4,3
Fuckwad,4,4,3,3
Fuckwit,4,4,3,3
Fuckwitt,4,4,3,3
Fudgepacker,4,4,4,4
Fugly,4,4,4,3
gangbang,4,4,4,4
Ganj,4,4,4,3
Ganja,4,4,4,3
Gay,4,4,4,3
Gayass,4,4,4,3
Gaybob,4,4,4,3
Gaydo,4,4,4,3
Gayfuck,4,4,4,4
Gayfucker,4,4,4,4
Gayfuckers,4,4,4,4
Gayfuckist,4,4,4,3
Gaylord,4,4,4,4
Gaytard,4,4,4,3
Gaywad,4,4,4,3
get some squish,4,3,3,3
GILF,4,3,3,3
Gin,4,4,4,3
Git,4,4,3,3
glass bottom boat,3,3,3,3
GMILF,4,3,3,3
goDoddamn,3,3,2,2
goDoddamnit,3,3,2,2
Gooch,3,3,3,3
Gook,4,4,4,4
Gooter,3,3,2,2
Gringo,3,3,3,2
Guido,3,3,3,3
gun,4,4,4,4
hairy axe wound,3,3,3,3
ham wallet,3,3,3,3
Hand job,4,4,4,3
Hand jobs,4,4,4,3
Hand-jobs,4,4,4,3
Handjob,4,4,3,2
Handjobs,4,4,4,3
Harassed,4,4,4,3
Harassing,4,4,4,4
Harassment,4,4,4,4
Hardon,4,4,4,3
heat,1,1,1,1
Heeb,3,3,3,3
Hell,2,0,0,0
hella,1,1,0,0
Heroine,4,4,4,4
Ho,4,4,4,3
Hoe,4,4,4,3
Homo,4,4,4,3
Homodumbshit,4,4,4,3
Homosexual,3,3,3,3
Homosexuality,3,3,3,3
Honkey,4,4,4,3
hooch,3,3,3,3
hootch,3,3,3,3
Hooters,2,2,2,2
Horny,4,3,3,3
hose down,3,3,3,3
house nigger,4,4,4,4
housenigger,4,4,4,4
Hummer,4,4,3,3
Hump,2,2,2,1
Humping,3,2,2,1
Hurt,2,2,3,2
Hurter,2,2,3,2
Hurts,2,2,3,2
Idiocy,3,3,2,1
Idiot,3,2,2,1
Idiotic,3,3,2,1
Idiots,3,2,2,1
Ignoramus,3,3,2,2
ignorant,3,3,2,2
Insult,3,3,2,2
Insults,3,3,2,1
Jack,1,1,1,1
Jackass,3,2,2,1
Jackasses,3,2,2,1
Jacked,2,2,2,2
Jacking,3,3,2,2
Jagoff,3,3,3,2
Jap,3,3,3,2
Jerk,3,2,1,1
Jerkass,3,3,1,1
Jigaboo,4,3,3,3
Jizz,4,4,3,3
Jizzed,4,4,3,3
Jizzing,4,4,3,3
Jugs,3,3,3,2
Jungle bunny,4,4,4,4
Jungle-bunny,4,4,4,4
Junglebunny,4,4,4,4
k 2,2,2,2,2
k two,2,2,2,2
k-2,2,2,2,2
k-two,2,2,2,2
k2,2,2,2,2
Keef,3,3,3,3
ketamin,4,4,4,4
Kife,3,3,3,3
Kike,4,4,4,4
Kikes,4,4,4,4
Kill,4,4,4,4
Killed,4,4,4,4
Knob,3,2,2,2
Knocked her up,4,4,3,3
Knocked up,4,4,3,3
Knockedup,4,4,4,4
Knockers,3,2,1,1
Kooch,3,3,3,2
Kootch,3,3,3,2
Kraut,3,3,3,3
ktwo,2,2,2,2
Kunt,3,3,3,3
kush,4,4,4,3
Kyke,4,4,4,4
Kykes,4,4,4,4
Lameass,3,3,3,3
Lardass,3,3,2,2
Les,3,3,3,3
Lesbian,3,3,3,3
Lesbo,3,3,3,3
Lez,3,3,3,3
Lezzie,3,3,3,3
lick my froth,4,3,3,3
loser,3,3,2,2
Marijuana,3,3,3,3
Masturbate,3,3,3,2
Mcfagget,4,4,3,3
Mcfaggot,4,4,3,3
Mean,2,2,1,1
Meany,1,2,1,0
meat drapes,4,3,3,3
meat flap,3,3,3,3
Mick,1,1,1,2
middle leg,4,3,3,3
MILF,4,3,3,3
Minge,1,1,1,2
MOFO,3,2,1,1
moon shine,4,4,3,3
Mooned,2,2,1,0
Mooning,2,2,1,0
moonshine,4,4,3,3
Moron,2,2,1,1
Moronic,2,2,1,1
Morons,2,2,1,1
Motha fucker',3,3,2,2
Motha Fuckers,3,3,2,2
Motha Fucking,3,3,2,2
Mothafucka,3,3,2,2
Mothafuckar,3,3,2,2
Mothafucker',3,3,2,2
Mothafuckin,3,3,2,2
Mothafuckin',3,3,2,2
Mother fucker,3,3,2,2
Mother fuckers,3,3,2,2
Mother Fucking,3,3,2,2
Motherfucker,3,3,2,2
Motherfucking,3,3,2,2
Mud Pirate,3,3,3,3
Mud pirates,3,3,3,3
MudPirate,3,3,3,3
Muff,3,2,2,2
Muff diver,3,3,3,3
Muffdiver,3,3,3,3
Munch box,3,3,3,3
Munching box,3,3,3,3
Munging,2,2,3,3
Murder,3,3,3,3
Murdered,3,3,3,3
Murderer,3,3,3,3
nasties,2,2,2,2
Nasty,3,2,2,2
natzi,3,3,3,3
Nazi,3,3,3,3
Negro,3,3,3,3
Negroes,3,3,3,3
Nerd,2,2,2,2
Nerds,2,2,2,2
Nerdy,2,2,2,2
Nigaboo,3,3,3,3
Nigga,4,4,3,3
Niggas,4,4,3,3
Nigger,4,4,4,4
Niggers,4,4,4,4
Niglet,4,4,4,3
Niglets,4,4,4,3
Nip,4,4,4,4
Nips,4,4,4,4
Nut,2,2,1,0
Nut sack,3,3,2,1
Nuts,3,3,3,1
Nutsack,3,3,2,1
Offend,4,4,3,3
Orgasm,4,4,3,3
Orgasmic,4,4,3,3
Pain,2,2,2,2
Paki,4,3,3,3
Pakis,4,3,3,3
Panooch,3,3,3,3
Pecker,3,3,3,3
Peckerhead,3,3,3,3
pedo,3,3,3,3
pedofile,3,3,3,3
Penis,3,3,2,2
Penisbanger,3,3,3,2
Penisfucker,3,3,3,3
Penispuffer,3,3,3,3
Perv,3,3,3,3
Pervert,3,3,3,3
Perverted,3,3,3,3
Perverts,3,3,3,3
Pervs,3,3,3,3
Pimp,3,3,3,3
Pimps,3,3,3,3
Piss,1,1,0,0
Pissed,2,2,2,2
Pissflaps,3,3,3,2
pissy,3,3,2,2
Polesmoker,4,3,3,3
Pollock,4,3,3,3
Poon,3,2,1,1
poonaner,3,3,3,2
Poonani,3,2,2,1
Poonany,3,2,2,1
Poontang,3,2,2,1
Poop,1,0,0,0
pooper,2,2,1,1
Porch monkey,3,3,3,3
Porchmonkey,3,3,3,3
Porn,3,3,3,2
Porno,3,3,3,2
Pot,3,3,3,3
Prat,3,3,3,3
Pregnant,3,3,3,3
Prick,3,3,3,2
Prostitute,3,3,3,3
Prostitutes,3,3,3,3
Punanny,3,3,3,3
Punch,3,3,2,2
Punta,3,3,3,3
Pussies,3,3,3,3
Pussy,3,3,3,3
Pussylicker,4,4,3,3
Pussylicking,4,4,3,3
Putang,3,3,3,3
Puto,3,3,3,3
Queef,3,3,3,3
Queer,4,3,3,3
Queer bait,4,3,3,3
Queer hole,4,3,3,3
Queerbait,4,3,3,3
Queerhole,4,3,3,3
Queers,4,3,3,3
Rape,4,4,4,4
Raped,4,4,4,4
Raping,4,4,4,4
Rapist,4,4,4,4
Renob,2,2,2,2
Retard,3,3,2,2
Retardation,3,3,2,2
Retarded,3,3,2,2
Retards,3,3,2,2
Rim job,3,3,3,3
Rimjob,3,3,3,3
rum,3,3,3,3
Ruski,2,2,1,1
rusty trombone,3,3,3,3
Sand nigger,4,4,3,3
Sand niggers,4,4,3,3
Sandnigger,4,4,3,3
Sandniggers,4,4,3,3
Schlong,3,2,1,1
schlong juice,4,3,3,3
Schmuck,2,2,1,1
Screw,1,1,2,2
Screwed,1,1,2,2
Screwing,2,2,2,2
Scrote,2,2,2,2
scrub,3,2,2,2
Sex,4,3,3,3
Sext,3,3,3,3
Sexting,3,3,3,3
Sexy,3,3,3,3
Shag,3,3,3,3
Shagged,3,3,3,3
Shagging,3,3,3,3
Shit,2,1,1,1
Shitass,2,2,1,1
Shitbag,2,2,1,1
Shitbagger,3,3,2,2
Shitbrains,3,3,2,2
Shitbreath,3,3,2,2
Shitcanned,2,2,1,1
Shitcunt,3,3,3,3
Shitdick,3,3,3,3
Shitfaced,3,3,3,3
Shithead,3,3,3,3
Shithole,3,3,3,3
Shithouse,3,3,3,3
Shitspitter,3,3,3,3
Shitstain,3,3,3,3
Shitter,3,3,3,3
Shittiest,3,3,3,3
Shitting,3,3,3,3
Shitty,2,1,1,1
Shiz,2,1,0,0
Shiznit,2,1,0,0
Shlong,3,2,1,1
shoot,3,3,3,3
shot,3,3,2,2
shrooms,3,3,3,3
shum,3,3,3,3
Skank,4,3,3,3
Skeet,2,3,2,2
Skullfuck,3,3,3,3
slaptard,3,3,3,3
slob,3,3,2,2
sloppy,3,3,2,2
Slut,4,4,3,3
Slutbag,4,3,3,3
Smeg,1,2,2,2
Snatch,3,3,3,2
Snub,2,2,1,1
Spic,4,4,4,4
Spick,4,4,4,4
Spicks,4,4,4,4
Spics,4,4,4,4
Splooge,3,3,2,2
Spook,4,4,4,4
Spunk,3,3,2,2
Stiffy,3,3,3,2
Stoned,4,4,4,3
Stoner,4,4,4,3
Stoners,4,4,4,3
strangle,3,3,3,3
strangled,3,3,3,3
strangling,3,3,3,3
Strip,1,2,1,1
Stripped,1,2,2,1
stripper,3,3,3,2
stripping,1,2,2,1
Stupid,2,2,1,1
Suck,3,3,2,1
Suckass,3,2,2,1
Sucker,3,3,2,1
Suckers,3,3,2,1
sucking,2,3,2,2
Suffer,3,3,3,3
Suicide,4,4,4,4
Tard,3,3,3,3
Tards,3,3,3,3
Testicle,2,2,2,2
Thundercunt,3,3,3,3
Tit,3,3,3,3
Titfuck,3,3,3,3
Tits,3,3,3,3
Titties,3,3,3,3
Tittyfuck,4,4,3,3
Turd,3,2,2,2
Twat,4,4,3,3
Twatlips,4,4,3,3
Twats,4,4,3,3
Twatwaffle,4,4,3,3
Tweeker,4,4,4,4
Ugly,3,2,1,0
Vag,3,3,3,3
Vagina,3,3,3,3
Vaj,3,3,3,3
Vajayjay,3,3,3,3
Vajj,3,3,3,3
Vjayjay,3,3,3,3
Vodka,4,4,4,4
Wank,3,3,3,3
Wanker,3,3,3,3
Wankjob,3,3,3,3
Weed,4,4,4,4
Whore,4,4,4,4
Whore bag,4,4,4,4
Whore face,4,4,4,4
Whorebag,4,4,4,4
Whoreface,4,4,4,4
Wiener,3,3,2,2
Wimp,3,3,3,2
Wop,3,3,3,3
Wuss,2,2,2,1
Yed,2,2,2,2
Yediot,2,2,2,2
Yeds,2,2,2,2
Yuck,2,2,2,2
